"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"The Misfits","Jacob","M","9","Klein","112.06485","paid","Tampa-St. Petersburg-Clearwater, FL","954","Rat Fink","73"
"Jack Johnson","Jacob","M","10","Klein","215.40526","paid","Tampa-St. Petersburg-Clearwater, FL","954","Inaudible Melodies","73"
"RÃÂ¶yksopp","Layla","F","42","Griffin","210.99057","paid","Lake Havasu City-Kingman, AZ","984","In Space","24"
"Sounds from the Ground","Jacob","M","11","Klein","458.31791","paid","Tampa-St. Petersburg-Clearwater, FL","954","Where The Wild Things Were","73"
"Mantronix","Layla","F","43","Griffin","353.64526","paid","Lake Havasu City-Kingman, AZ","984","Ladies (Dub) (2005 Digital Remaster)","24"
"Death Cab for Cutie","Layla","F","44","Griffin","189.3873","paid","Lake Havasu City-Kingman, AZ","984","I Will Follow You into the Dark (Album Version)","24"
"Green Day","Jacob","M","12","Klein","256.02567","paid","Tampa-St. Petersburg-Clearwater, FL","954","Last Night On Earth [feat. Green Day & The Cast Of American Idiot] (Album Version)","73"
"Scooter","Layla","F","45","Griffin","347.19302","paid","Lake Havasu City-Kingman, AZ","984","Across The Sky","24"
"Bodo Wartke","Ryan","M","0","Smith","377.41669","free","San Jose-Sunnyvale-Santa Clara, CA","1039","Ich trau' mich nicht","26"
"Chris Classic","Jacob","M","13","Klein","180.61016","paid","Tampa-St. Petersburg-Clearwater, FL","954","Witch Doctor","73"
"Creedence Clearwater Revival","Jacob","M","14","Klein","135.52281","paid","Tampa-St. Petersburg-Clearwater, FL","954","Travelin' Band","73"
"LMFAO / Lil Jon","Layla","F","47","Griffin","222.17098","paid","Lake Havasu City-Kingman, AZ","984","Shots","24"
"Alison Moyet","Jacob","M","15","Klein","230.00771","paid","Tampa-St. Petersburg-Clearwater, FL","954","Love Resurrection","73"
"Amos Lee","Ryan","M","1","Smith","160.49587","free","San Jose-Sunnyvale-Santa Clara, CA","1039","Colors","26"
"Los Dynamite","Layla","F","48","Griffin","253.1522","paid","Lake Havasu City-Kingman, AZ","984","Smile","24"
"Alter Ego","Jacob","M","16","Klein","285.09995","paid","Tampa-St. Petersburg-Clearwater, FL","954","Rocker","73"
"Colossal","Layla","F","49","Griffin","206.99383","paid","Lake Havasu City-Kingman, AZ","984","Brave The Elements","24"
"Alice In Chains","Jacob","M","17","Klein","423.6273","paid","Tampa-St. Petersburg-Clearwater, FL","954","Over Now","73"
"Interpol","Layla","F","50","Griffin","299.72853","paid","Lake Havasu City-Kingman, AZ","984","Rest My Chemistry","24"
"BjÃÂ¶rk","Jacob","M","18","Klein","185.46893","paid","Tampa-St. Petersburg-Clearwater, FL","954","Cover Me","73"
"Death In Vegas","Layla","F","51","Griffin","270.23628","paid","Lake Havasu City-Kingman, AZ","984","Girls","24"
"Harmonia","Jacob","M","19","Klein","655.77751","paid","Tampa-St. Petersburg-Clearwater, FL","954","Sehr kosmisch","73"
"George Thorogood And The Destroyers","Layla","F","52","Griffin","238.34077","paid","Lake Havasu City-Kingman, AZ","984","Alley Oop (Live)","24"
"Jason Mraz","Layla","F","53","Griffin","337.97179","paid","Lake Havasu City-Kingman, AZ","984","A Beautiful Mess (Album Version)","24"
"Los Campesinos","Jacob","M","20","Klein","138.10893","paid","Tampa-St. Petersburg-Clearwater, FL","954","We throw parties_ you throw knives","73"
"Insane Clown Posse","Layla","F","54","Griffin","98.66404","paid","Lake Havasu City-Kingman, AZ","984","I Stab People","24"
"Joaquin Sabina","Layla","F","55","Griffin","223.86893","paid","Lake Havasu City-Kingman, AZ","984","Besos Con Sal","24"
"Justin Bieber","Jacob","M","21","Klein","229.0673","paid","Tampa-St. Petersburg-Clearwater, FL","954","One Less Lonely Girl","73"
"Green Day","Layla","F","56","Griffin","527.09832","paid","Lake Havasu City-Kingman, AZ","984","King For A Day/Shout (Live)","24"
"Saliva","Jacob","M","22","Klein","208.40444","paid","Tampa-St. Petersburg-Clearwater, FL","954","Doperide","73"
"John Mayer","Jacob","M","23","Klein","267.38893","paid","Tampa-St. Petersburg-Clearwater, FL","954","Why Georgia","73"
"Frightened Rabbit","Jacob","M","24","Klein","214.93506","paid","Tampa-St. Petersburg-Clearwater, FL","954","Set You Free","73"
"Righteous Brothers","Layla","F","57","Griffin","215.90159","paid","Lake Havasu City-Kingman, AZ","984","Unchained Melody","24"
"Umek vs Ramirez","Jacob","M","25","Klein","362.29179","paid","Tampa-St. Petersburg-Clearwater, FL","954","Hablando","73"
"Tinchy Stryder / Taio Cruz","Layla","F","58","Griffin","195.36934","paid","Lake Havasu City-Kingman, AZ","984","Take Me Back","24"
"PeterLicht","Layla","F","59","Griffin","306.80771","paid","Lake Havasu City-Kingman, AZ","984","Heiterkeit","24"
"Lanae' Hale","Walter","M","0","Frye","195.36934","free","San Francisco-Oakland-Hayward, CA","451","Beautiful Things","39"
"Eagles","Jacob","M","26","Klein","346.25261","paid","Tampa-St. Petersburg-Clearwater, FL","954","Frail Grasp On The Big Picture","73"
"Primus","Layla","F","60","Griffin","382.98077","paid","Lake Havasu City-Kingman, AZ","984","Over The Electric Grapevine","24"
"Cake","Jacob","M","27","Klein","164.25751","paid","Tampa-St. Petersburg-Clearwater, FL","954","Never There","73"
"Zero 7","Jacob","M","28","Klein","346.38322","paid","Tampa-St. Petersburg-Clearwater, FL","954","Milton At Midnight","73"
"Faithless","Layla","F","61","Griffin","218.04363","paid","Lake Havasu City-Kingman, AZ","984","Drifting Away","24"
"Saxon","Layla","F","62","Griffin","217.15546","paid","Lake Havasu City-Kingman, AZ","984","Redline (2009 Digital Remaster)","24"
"Elvis Costello & The Attractions","Jacob","M","29","Klein","168.64608","paid","Tampa-St. Petersburg-Clearwater, FL","954","Moods For Moderns","73"
"Lily Allen","Layla","F","63","Griffin","277.83791","paid","Lake Havasu City-Kingman, AZ","984","Everyone's At It","24"
"Dwight Yoakam","Jacob","M","30","Klein","239.3073","paid","Tampa-St. Petersburg-Clearwater, FL","954","You're The One","73"
"Keyshia Cole","Layla","F","64","Griffin","244.00934","paid","Lake Havasu City-Kingman, AZ","984","Work It Out","24"
"James","Jacob","M","31","Klein","219.89832","paid","Tampa-St. Petersburg-Clearwater, FL","954","She's A Star","73"
"Queen","Jacob","M","32","Klein","139.17995","paid","Tampa-St. Petersburg-Clearwater, FL","954","Who Wants To Live Forever (With Commentary)","73"
"Boz Scaggs","Layla","F","65","Griffin","319.03302","paid","Lake Havasu City-Kingman, AZ","984","Look What You've Done To Me","24"
"Sia","Jacob","M","33","Klein","208.61342","paid","Tampa-St. Petersburg-Clearwater, FL","954","Playground","73"
"Max Richter","Layla","F","66","Griffin","173.40036","paid","Lake Havasu City-Kingman, AZ","984","Arboretum","24"
"10cc","Jacob","M","34","Klein","300.40771","paid","Tampa-St. Petersburg-Clearwater, FL","954","Hotel","73"
"Silverstein","Layla","F","67","Griffin","193.90649","paid","Lake Havasu City-Kingman, AZ","984","Smile In Your Sleep (Album Version)","24"
"Combat 84","Jacob","M","35","Klein","121.0771","paid","Tampa-St. Petersburg-Clearwater, FL","954","Barry Prudom (Re-Mix)","73"
"Sanctus Real","Layla","F","69","Griffin","257.2273","paid","Lake Havasu City-Kingman, AZ","984","Lay Down My Guns","24"
"Pink Martini_Ari Shapiro","Jacob","M","36","Klein","180.1922","paid","Tampa-St. Petersburg-Clearwater, FL","954","But Now I'm Black","73"
"Dwight Yoakam","Jacob","M","37","Klein","239.3073","paid","Tampa-St. Petersburg-Clearwater, FL","954","You're The One","73"
"Jay-Z","Layla","F","70","Griffin","288.31302","paid","Lake Havasu City-Kingman, AZ","984","Ride Or Die","24"
"The Handsome Family","Jacob","M","38","Klein","287.65995","paid","Tampa-St. Petersburg-Clearwater, FL","954","The Woman Downstairs","73"
"Hellogoodbye","Layla","F","71","Griffin","176.56118","paid","Lake Havasu City-Kingman, AZ","984","All Of Your Love","24"
"Janet Jackson","Layla","F","72","Griffin","260.88444","paid","Lake Havasu City-Kingman, AZ","984","Because Of Love","24"
"Gorillaz","Jacob","M","39","Klein","227.05587","paid","Tampa-St. Petersburg-Clearwater, FL","954","Plastic Beach (Feat. Mick Jones and Paul Simonon)","73"
"Silverstein","Layla","F","73","Griffin","222.79791","paid","Lake Havasu City-Kingman, AZ","984","Smashed Into Pieces (Album Version)","24"
"Example","Jacob","M","40","Klein","180.4273","paid","Tampa-St. Petersburg-Clearwater, FL","954","Kickstarts","73"
"Shania Twain","Jacob","M","41","Klein","198.32118","paid","Tampa-St. Petersburg-Clearwater, FL","954","In My Car (I'll Be The Driver)","73"
"Skindred","Layla","F","74","Griffin","238.602","paid","Lake Havasu City-Kingman, AZ","984","Ease Up","24"
"Kanye West","Jacob","M","42","Klein","196.77995","paid","Tampa-St. Petersburg-Clearwater, FL","954","Jesus Walks","73"
"Aloe Blacc","Layla","F","76","Griffin","244.1922","paid","Lake Havasu City-Kingman, AZ","984","I Need A Dollar","24"
"Common","Jacob","M","43","Klein","224.13016","paid","Tampa-St. Petersburg-Clearwater, FL","954","GO!","73"
"The Belle Stars","Layla","F","77","Griffin","178.85995","paid","Lake Havasu City-Kingman, AZ","984","Iko Iko","24"
"Feist","Jacob","M","44","Klein","223.7122","paid","Tampa-St. Petersburg-Clearwater, FL","954","Mushaboom","73"
"Lupe Fiasco","Layla","F","78","Griffin","312.92036","paid","Lake Havasu City-Kingman, AZ","984","The Coolest (Explicit Album Version)","24"
"Natalie Cole","Jacob","M","45","Klein","188.57751","paid","Tampa-St. Petersburg-Clearwater, FL","954","Stairway To The Stars","73"
"Placebo","Layla","F","79","Griffin","190.61506","paid","Lake Havasu City-Kingman, AZ","984","The Bitter End","24"
"2Mex","Jacob","M","46","Klein","243.06893","paid","Tampa-St. Petersburg-Clearwater, FL","954","Making Money Off God feat. Bus Driver","73"
"Brother Ali","Layla","F","80","Griffin","204.53832","paid","Lake Havasu City-Kingman, AZ","984","The Puzzle","24"
"Meat Loaf","Jacob","M","47","Klein","597.86404","paid","Tampa-St. Petersburg-Clearwater, FL","954","Paradise By The Dashboard Light","73"
"MC Lars","Layla","F","81","Griffin","222.87628","paid","Lake Havasu City-Kingman, AZ","984","It's Not Easy (Being Green) (Featuring Pierre Bouvier Of Simple Plan)","24"
"BeyoncÃÂ©","Layla","F","82","Griffin","236.35546","paid","Lake Havasu City-Kingman, AZ","984","Ego","24"
"Joy Division","Layla","F","83","Griffin","254.09261","paid","Lake Havasu City-Kingman, AZ","984","Transmission","24"
"Dierks Bentley","Jacob","M","48","Klein","239.12444","paid","Tampa-St. Petersburg-Clearwater, FL","954","I Wanna Make You Close Your Eyes","73"
"Devendra Banhart","Layla","F","84","Griffin","134.76526","paid","Lake Havasu City-Kingman, AZ","984","At The Hop","24"
"Camera Obscura","Jacob","M","49","Klein","207.01995","paid","Tampa-St. Petersburg-Clearwater, FL","954","If Looks Could Kill","73"
"Prodigy","Layla","F","85","Griffin","335.90812","paid","Lake Havasu City-Kingman, AZ","984","Breathe","24"
"Aventura","Jacob","M","50","Klein","278.04689","paid","Tampa-St. Petersburg-Clearwater, FL","954","Peligro","73"
"Die Sekte","Layla","F","86","Griffin","206.18404","paid","Lake Havasu City-Kingman, AZ","984","Mittelfinga ab feat. Sido_ MOK_ B-Tight_ Bendt","24"
"Kid Dynamite","Jacob","M","51","Klein","119.95383","paid","Tampa-St. Petersburg-Clearwater, FL","954","Never Met The Gooch","73"
"Eminem / Bizarre","Jacob","M","52","Klein","244.55791","paid","Tampa-St. Petersburg-Clearwater, FL","954","Amityville","73"
"Explosions In The Sky","Layla","F","87","Griffin","220.3424","paid","Lake Havasu City-Kingman, AZ","984","So Long_ Lonesome","24"
"Stephen Lynch","Jayden","M","0","Bell","182.85669","free","Dallas-Fort Worth-Arlington, TX","829","Jim Henson's Dead","91"
"Manowar","Jacob","M","0","Klein","247.562","paid","Tampa-St. Petersburg-Clearwater, FL","1049","Shell Shock","73"
"Morcheeba","Jacob","M","1","Klein","257.41016","paid","Tampa-St. Petersburg-Clearwater, FL","1049","Women Lose Weight (Feat: Slick Rick)","73"
"Maroon 5","Jacob","M","2","Klein","231.23546","paid","Tampa-St. Petersburg-Clearwater, FL","1049","Won't Go Home Without You","73"
"Train","Jacob","M","3","Klein","216.76363","paid","Tampa-St. Petersburg-Clearwater, FL","1049","Hey_ Soul Sister","73"
"LMFAO","Jacob","M","4","Klein","227.99628","paid","Tampa-St. Petersburg-Clearwater, FL","1049","I'm In Miami Bitch","73"
"DJ Dizzy","Jacob","M","5","Klein","221.1522","paid","Tampa-St. Petersburg-Clearwater, FL","1049","Sexy Bitch","73"
"Fish Go Deep & Tracey K","Jacob","M","6","Klein","377.41669","paid","Tampa-St. Petersburg-Clearwater, FL","1049","The Cure & The Cause (Dennis Ferrer Remix)","73"
"M83","Jacob","M","7","Klein","96.1824","paid","Tampa-St. Petersburg-Clearwater, FL","1049","Staring At Me","73"
"Saybia","Jacob","M","8","Klein","257.25342","paid","Tampa-St. Petersburg-Clearwater, FL","1049","The Second You Sleep","73"
"Local Natives","Jacob","M","9","Klein","266.05669","paid","Tampa-St. Petersburg-Clearwater, FL","1049","Wide Eyes","73"
"South Park","Jacob","M","10","Klein","112.97914","paid","Tampa-St. Petersburg-Clearwater, FL","1049","La Resistance (Medley) (LP Version)","73"
"UNKLE Feat. Josh Homme","Jacob","M","11","Klein","307.19955","paid","Tampa-St. Petersburg-Clearwater, FL","1049","Restless","73"
"Justyna Steczkowska","Jacob","M","12","Klein","333.53098","paid","Tampa-St. Petersburg-Clearwater, FL","1049","Noc...","73"
"Evanescence","Jacob","M","13","Klein","256.91383","paid","Tampa-St. Petersburg-Clearwater, FL","1049","Like You","73"
"Coldplay","Jacob","M","14","Klein","297.35138","paid","Tampa-St. Petersburg-Clearwater, FL","1049","God Put A Smile Upon Your Face","73"
"Hot Chip","Jacob","M","15","Klein","333.50485","paid","Tampa-St. Petersburg-Clearwater, FL","1049","Playboy","73"
"Ellie Goulding","Jacob","M","16","Klein","205.06077","paid","Tampa-St. Petersburg-Clearwater, FL","1049","Every Time You Go","73"
"Postal Service","Jacob","M","17","Klein","307.53914","paid","Tampa-St. Petersburg-Clearwater, FL","1049","Natural Anthem (Album)","73"
"Jack Johnson","Aiden","M","1","Hess","240.06485","free","La Crosse-Onalaska, WI-MN","986","Taylor","86"
"Iron And Wine","Aiden","M","2","Hess","153.05098","free","La Crosse-Onalaska, WI-MN","986","Naked As We Can","86"
"The xx","Aiden","M","3","Hess","158.24934","free","La Crosse-Onalaska, WI-MN","986","Fantasy","86"
"The Antlers","Aiden","M","4","Hess","328.88118","free","La Crosse-Onalaska, WI-MN","986","Epilogue","86"
"Fattburger","Aiden","M","5","Hess","217.20771","free","La Crosse-Onalaska, WI-MN","986","Groovin'","86"
"Chris Brown","Layla","F","2","Griffin","203.80689","paid","Lake Havasu City-Kingman, AZ","1051","Ain't No Way (You Won't Love Me)","24"
"Phoenix","Layla","F","3","Griffin","278.07302","paid","Lake Havasu City-Kingman, AZ","1051","Rome","24"
"Jim Lauderdale/Ralph Stanley & The Clinch Mountain Boys","Layla","F","5","Griffin","127.05914","paid","Lake Havasu City-Kingman, AZ","1051","Highway Through My Home","24"
"Musiq","Layla","F","7","Griffin","297.84771","paid","Lake Havasu City-Kingman, AZ","1051","143","24"
"Cass McCombs feat. Karen Black","Layla","F","8","Griffin","322.06322","paid","Lake Havasu City-Kingman, AZ","1051","Dreams-Come-True-Girl","24"
"Scissor Sisters","Layla","F","10","Griffin","352.522","paid","Lake Havasu City-Kingman, AZ","1051","I Don't Feel Like Dancin'","24"
"O.A.R.","Layla","F","11","Griffin","315.74159","paid","Lake Havasu City-Kingman, AZ","1051","Right On Time (Album Version)","24"
"1 Mile North","Ryan","M","0","Smith","352.73098","free","San Jose-Sunnyvale-Santa Clara, CA","1068","Black Lines","26"
"Muse","Layla","F","12","Griffin","304.84853","paid","Lake Havasu City-Kingman, AZ","1051","Uprising","24"
"USS (Ubiquitous Synergy Seeker)","Ryan","M","1","Smith","307.61751","free","San Jose-Sunnyvale-Santa Clara, CA","1068","Man Makes The Zoo","26"
"The Psychedelic Furs","Layla","F","13","Griffin","417.07057","paid","Lake Havasu City-Kingman, AZ","1051","Blacks/Radio","24"
"EsmÃÂ©e Denters / Justin Timberlake","Ryan","M","2","Smith","227.52608","free","San Jose-Sunnyvale-Santa Clara, CA","1068","Love Dealer (Featuring Justin Timberlake)","26"
"Alliance Ethnik","Layla","F","14","Griffin","252.21179","paid","Lake Havasu City-Kingman, AZ","1051","ReprÃÂ©sente","24"
"Train","Ryan","M","3","Smith","216.76363","free","San Jose-Sunnyvale-Santa Clara, CA","1068","Hey_ Soul Sister","26"
"Hoobastank","Layla","F","15","Griffin","202.57914","paid","Lake Havasu City-Kingman, AZ","1051","Up And Gone","24"
"Ismael Serrano","Layla","F","16","Griffin","179.35628","paid","Lake Havasu City-Kingman, AZ","1051","Te Conoci","24"
"The Pussycat Dolls / Snoop Dogg","Ryan","M","6","Smith","210.31138","free","San Jose-Sunnyvale-Santa Clara, CA","1068","Bottle Pop","26"
"Dierks Bentley","Layla","F","17","Griffin","198.63465","paid","Lake Havasu City-Kingman, AZ","1051","My Love Will Follow You","24"
"59 Times the Pain","Ryan","M","7","Smith","144.95302","free","San Jose-Sunnyvale-Santa Clara, CA","1068","Found Home","26"
"Linkin Park","Layla","F","18","Griffin","259.86567","paid","Lake Havasu City-Kingman, AZ","1051","My December","24"
"New Order","Ryan","M","8","Smith","288.05179","free","San Jose-Sunnyvale-Santa Clara, CA","1068","The Perfect Kiss","26"
"Madeleine Peyroux","Layla","F","19","Griffin","206.18404","paid","Lake Havasu City-Kingman, AZ","1051","You're Gonna Make Me Lonesome When You Go","24"
"Bow Wow feat. Chris Brown and JohntÃÂ¡ Austin","Ryan","M","9","Smith","268.06812","free","San Jose-Sunnyvale-Santa Clara, CA","1068","Shortie Like Mine","26"
"Symphony X","Ryan","M","10","Smith","389.45914","free","San Jose-Sunnyvale-Santa Clara, CA","1068","Domination","26"
"Minnie Riperton","Chloe","F","0","Cuevas","238.73261","paid","San Francisco-Oakland-Hayward, CA","1079","Inside My Love (Digitally Remastered 93)","49"
"Custom Blue","Chloe","F","1","Cuevas","346.51383","paid","San Francisco-Oakland-Hayward, CA","1079","Structure","49"
"Rage Against The Machine","Chloe","F","2","Cuevas","314.40934","paid","San Francisco-Oakland-Hayward, CA","1079","Killing In The Name","49"
"Milli Vanilli","Katherine","F","0","Gay","197.92934","free","San Antonio-New Braunfels, TX","1020","Girl You Know It's True","57"
"David Arkenstone","Chloe","F","3","Cuevas","363.41506","paid","San Francisco-Oakland-Hayward, CA","1079","Waterfall (Spirit Of The Rainforest Album Version)","49"
"Cosmo Vitelli","Chloe","F","4","Cuevas","206.05342","paid","San Francisco-Oakland-Hayward, CA","1079","Robot Soul (Radio Edit)","49"
"Morcheeba","Chloe","F","5","Cuevas","277.4722","paid","San Francisco-Oakland-Hayward, CA","1079","Blindfold","49"
"Jason Mraz","Chloe","F","6","Cuevas","243.48689","paid","San Francisco-Oakland-Hayward, CA","1079","I'm Yours (Album Version)","49"
"Deep Dish","Avery","F","2","Watkins","274.28526","paid","San Jose-Sunnyvale-Santa Clara, CA","884","Say Hello","30"
"Cutting Crew","Chloe","F","7","Cuevas","263.07873","paid","San Francisco-Oakland-Hayward, CA","1079","(I Just) Died In Your Arms","49"
"The Velvet Underground","Avery","F","3","Watkins","240.66567","paid","San Jose-Sunnyvale-Santa Clara, CA","884","Sweet Jane","30"
"Future Rock","Chloe","F","8","Cuevas","239.90812","paid","San Francisco-Oakland-Hayward, CA","1079","Gears","49"
"The White Stripes","Avery","F","4","Watkins","231.81016","paid","San Jose-Sunnyvale-Santa Clara, CA","884","Seven Nation Army (Album Version)","30"
"Coldplay","Chloe","F","9","Cuevas","294.1122","paid","San Francisco-Oakland-Hayward, CA","1079","Fix You","49"
"Portishead","Avery","F","5","Watkins","259.99628","paid","San Jose-Sunnyvale-Santa Clara, CA","884","It Could Be Sweet","30"
"Thelma Houston","Chloe","F","10","Cuevas","196.51873","paid","San Francisco-Oakland-Hayward, CA","1079","If This Was The Last Song","49"
"Chicane","Avery","F","6","Watkins","223.92118","paid","San Jose-Sunnyvale-Santa Clara, CA","884","Poppiholla","30"
"Metallica","Ryann","F","1","Smith","466.54649","free","Palestine, TX","1006","The Unforgiven III","92"
"Jennifer Lopez","Chloe","F","11","Cuevas","301.34812","paid","San Francisco-Oakland-Hayward, CA","1079","Apresurate","49"
"Box Car Racer","Avery","F","7","Watkins","196.93669","paid","San Jose-Sunnyvale-Santa Clara, CA","884","There Is","30"
"Robin Thicke","Avery","F","8","Watkins","216.68526","paid","San Jose-Sunnyvale-Santa Clara, CA","884","Would That Make U Love Me","30"
"Dashboard Confessional","Chloe","F","12","Cuevas","226.29832","paid","San Francisco-Oakland-Hayward, CA","1079","Screaming Infidelities","49"
"Radney Foster","Avery","F","9","Watkins","205.84444","paid","San Jose-Sunnyvale-Santa Clara, CA","884","Big Idea","30"
"La Roux","Chloe","F","13","Cuevas","205.60934","paid","San Francisco-Oakland-Hayward, CA","1079","Bulletproof","49"
"Wax Tailor","Avery","F","11","Watkins","177.68444","paid","San Jose-Sunnyvale-Santa Clara, CA","884","The Tune","30"
"Kings Of Leon","Chloe","F","14","Cuevas","300.56444","paid","San Francisco-Oakland-Hayward, CA","1079","Trani","49"
"Kix","Avery","F","12","Watkins","246.25587","paid","San Jose-Sunnyvale-Santa Clara, CA","884","Girl Money","30"
"Mother Love Bone","Chloe","F","15","Cuevas","495.72526","paid","San Francisco-Oakland-Hayward, CA","1079","Chloe Dancer/Crown Of Thorns","49"
"The Decemberists","Avery","F","13","Watkins","252.81261","paid","San Jose-Sunnyvale-Santa Clara, CA","884","The Bachelor and the Bride","30"
"Telefon Tel Aviv","Avery","F","14","Watkins","222.09261","paid","San Jose-Sunnyvale-Santa Clara, CA","884","M","30"
"B.o.B","Chloe","F","16","Cuevas","269.63546","paid","San Francisco-Oakland-Hayward, CA","1079","Nothin' On You [feat. Bruno Mars] (Album Version)","49"
"Amy Winehouse","Avery","F","15","Watkins","409.96526","paid","San Jose-Sunnyvale-Santa Clara, CA","884","You Sent Me Flying / Cherry","30"
"BEFORE THE DAWN","Chloe","F","17","Cuevas","195.65669","paid","San Francisco-Oakland-Hayward, CA","1079","Faithless","49"
"The Strokes","Avery","F","16","Watkins","187.34975","paid","San Jose-Sunnyvale-Santa Clara, CA","884","You Only Live Once","30"
"Animals As Leaders","Chloe","F","18","Cuevas","323.83955","paid","San Francisco-Oakland-Hayward, CA","1079","Tempting Time","49"
"Mazzy Star","Avery","F","17","Watkins","297.9522","paid","San Jose-Sunnyvale-Santa Clara, CA","884","Flowers In December","30"
"Cream","Chloe","F","19","Cuevas","185.44281","paid","San Francisco-Oakland-Hayward, CA","1079","Take It Back","49"
"MÃÂºm","Avery","F","18","Watkins","68.67546","paid","San Jose-Sunnyvale-Santa Clara, CA","884","Behind Two Hills&A Swimming Pool","30"
"3OH!3","Chloe","F","20","Cuevas","192.522","paid","San Francisco-Oakland-Hayward, CA","1079","My First Kiss (Feat. Ke$ha) [Album Version]","49"
"N.W.A.","Avery","F","19","Watkins","266.26567","paid","San Jose-Sunnyvale-Santa Clara, CA","884","Straight Outta Compton (Extended Mix) (Edit) (Explicit)","30"
"Dan Auerbach","Chloe","F","21","Cuevas","296.95955","paid","San Francisco-Oakland-Hayward, CA","1079","Goin' Home","49"
"Lagwagon","Avery","F","20","Watkins","173.322","paid","San Jose-Sunnyvale-Santa Clara, CA","884","Sick","30"
"Coldplay","Chloe","F","22","Cuevas","294.1122","paid","San Francisco-Oakland-Hayward, CA","1079","Fix You","49"
"John Mayer","Chloe","F","23","Cuevas","250.38322","paid","San Francisco-Oakland-Hayward, CA","1079","Half Of My Heart","49"
"Kings Of Leon","Chloe","F","24","Cuevas","201.79546","paid","San Francisco-Oakland-Hayward, CA","1079","Revelry","49"
"Ashbury Heights","Chloe","F","25","Cuevas","198.60853","paid","San Francisco-Oakland-Hayward, CA","1079","World Coming Down","49"
"Scooter","Chloe","F","26","Cuevas","213.02812","paid","San Francisco-Oakland-Hayward, CA","1079","Fire","49"
"Boy Kill Boy","Chloe","F","27","Cuevas","220.47302","paid","San Francisco-Oakland-Hayward, CA","1079","Shoot Me Down","49"
"Eric B. & Rakim","Chloe","F","28","Cuevas","241.60608","paid","San Francisco-Oakland-Hayward, CA","1079","Juice (Know The Ledge)","49"
"Josh Groban","Chloe","F","29","Cuevas","243.40853","paid","San Francisco-Oakland-Hayward, CA","1079","Hymne A L'Amour (Album Version)","49"
"Bad Religion","Chloe","F","30","Cuevas","131.86567","paid","San Francisco-Oakland-Hayward, CA","1079","We're Only Gonna Die (Album Version)","49"
"Tempa T","Chloe","F","31","Cuevas","236.35546","paid","San Francisco-Oakland-Hayward, CA","1079","Next Hype","49"
"Charttraxx Karaoke","Chloe","F","32","Cuevas","225.17506","paid","San Francisco-Oakland-Hayward, CA","1079","Fireflies","49"
"Eagles","Chloe","F","33","Cuevas","372.29669","paid","San Francisco-Oakland-Hayward, CA","1079","Hotel California","49"
"Eric Clapton","Chloe","F","34","Cuevas","409.57342","paid","San Francisco-Oakland-Hayward, CA","1079","Little Wing","49"
"Spineshank","Chloe","F","35","Cuevas","187.6371","paid","San Francisco-Oakland-Hayward, CA","1079","Smothered (Album Version)","49"
"Kaiser Chiefs","Chloe","F","36","Cuevas","221.07383","paid","San Francisco-Oakland-Hayward, CA","1079","Try Your Best","49"
"Dominique A","Chloe","F","37","Cuevas","153.20771","paid","San Francisco-Oakland-Hayward, CA","1079","Le Courage Des Oiseaux","49"
"Kill Hannah","Chloe","F","38","Cuevas","224.49587","paid","San Francisco-Oakland-Hayward, CA","1079","Lips Like Morphine (Album Version)","49"
"I:gor","Chloe","F","39","Cuevas","190.27546","paid","San Francisco-Oakland-Hayward, CA","1079","Kiedys zrozumiesz","49"
"The All-American Rejects","Braden","M","0","Parker","206.96771","free","Youngstown-Warren-Boardman, OH-PA","1082","Fallin' Apart","74"
"Guns N' Roses","Chloe","F","40","Cuevas","284.05506","paid","San Francisco-Oakland-Hayward, CA","1079","Don't Cry (Original)","49"
"White Denim","Chloe","F","41","Cuevas","148.55791","paid","San Francisco-Oakland-Hayward, CA","1079","Transparency","49"
"El Canto del Loco","Chloe","F","42","Cuevas","226.0371","paid","San Francisco-Oakland-Hayward, CA","1079","La Suerte De Mi Vida","49"
"Grinderswitch","Chloe","F","43","Cuevas","268.2771","paid","San Francisco-Oakland-Hayward, CA","1079","Redwing","49"
"Donovan","Chloe","F","44","Cuevas","169.22077","paid","San Francisco-Oakland-Hayward, CA","1079","Starfish-On-The-Toast (2008 Digital Remaster)","49"
"As I Lay Dying","Chloe","F","45","Cuevas","348.1073","paid","San Francisco-Oakland-Hayward, CA","1079","Illusions","49"
"matchbox twenty","Mohammad","M","3","Rodriguez","241.34485","paid","Sacramento--Roseville--Arden-Arcade, CA","1075","Bright Lights (Remastered Version)","88"
"Kinky","Mohammad","M","4","Rodriguez","105.32526","paid","Sacramento--Roseville--Arden-Arcade, CA","1075","Field Goal","88"
"Shania Twain","Mohammad","M","5","Rodriguez","250.51383","paid","Sacramento--Roseville--Arden-Arcade, CA","1075","Nah!","88"
"Hinder","Mohammad","M","6","Rodriguez","231.73179","paid","Sacramento--Roseville--Arden-Arcade, CA","1075","By The Way","88"
"The Spencer Davis Group","Mohammad","M","7","Rodriguez","165.27628","paid","Sacramento--Roseville--Arden-Arcade, CA","1075","Keep On Running","88"
"SOJA","Mohammad","M","8","Rodriguez","355.89179","paid","Sacramento--Roseville--Arden-Arcade, CA","1075","I Dont Wanna Wait","88"
